H_trial,H_headFront_x,H_headFront_y,H_headFront_z,H_neck_x,H_neck_y,H_neck_z,H_lowerBack_x,H_lowerBack_y,H_lowerBack_z,H_leftWrist_x,H_leftWrist_y,H_leftWrist_z,H_leftShoulder_x,H_leftShoulder_y,H_leftShoulder_z,H_leftElbow_x,H_leftElbow_y,H_leftElbow_z,s_1,s_2,s_3,s_4
1,-262.4985352,-461.2096558,2022.667969,-170.8223267,-459.8444824,1835.571289,-334.9553833,-124.4448853,2175.363037,-265.9146729,-460.9956665,2022.237061,-324.8262024,-498.0431519,1919.141113,-261.630127,-460.2086182,2026.979126,1,1,1,1
1,-272.5213013,-452.7097778,2024.456299,-162.1758423,-476.795929,1834.277344,-334.8842773,-142.1627197,2181.492432,-275.2227173,-455.607666,2022.914551,-315.125061,-517.0738525,1917.979004,-271.1134033,-453.3109131,2029.444824,1,1,1,1
1,-274.151123,-447.2263794,2020.737061,-158.3799438,-490.0222473,1841.538818,-330.3954468,-140.5753174,2155.598389,-277.2758789,-449.2967529,2019.360352,-315.5122681,-527.6903076,1918.645386,-273.6797485,-446.1003418,2025.536621,1,1,1,1
1,-276.3695068,-452.1265869,2015.38208,-145.8560791,-497.1597595,1840.618408,-337.1656189,-158.0537109,2129.924805,-280.1760254,-454.8001709,2013.638184,-312.2312317,-526.5136108,1916.099365,-276.1224976,-452.192688,2020.078613,1,1,1,1
1,-274.5545654,-465.3585205,2005.534302,-149.1118774,-495.338623,1833.638916,-334.3659058,-170.0109253,2124.884033,-277.583374,-466.8126221,2004.502075,-310.5249329,-534.3262329,1910.065918,-273.9551392,-465.8661499,2009.829834,1,1,1,1
1,-267.7289429,-467.0739136,1998.243652,-144.4432373,-508.6734619,1824.401367,-323.4300232,-211.5563965,2112.991699,-269.5925903,-470.2564697,1997.170776,-291.8231506,-565.5325317,1906.163818,-266.4644775,-467.6607666,2002.100342,1,1,1,1
1,-266.1210327,-467.7023926,1996.957764,-138.3740234,-517.4497681,1821.177368,-327.8296204,-228.581604,2103.123047,-267.0725098,-472.7564697,1995.082275,-279.6326294,-591.0922852,1911.726807,-264.5971069,-468.5088501,2000.964233,1,1,1,1
1,-268.725769,-486.5418701,1998.565186,-132.6646118,-524.6816406,1825.543213,-331.0180359,-180.5311279,2100.101563,-270.1552124,-490.9712524,1997.174927,-277.5790405,-611.34021,1924.938721,-267.5731201,-485.6230469,2003.618896,1,1,1,1
1,-254.8756104,-481.7661743,1997.156006,-128.2814941,-531.8626709,1822.370483,-332.925415,-201.1314697,2086.154297,-255.574646,-487.3743286,1995.463013,-268.9794312,-618.9189453,1920.983398,-253.005188,-481.6792603,2001.423706,1,1,1,1
1,-268.2730103,-465.5554199,1981.389771,-113.8140259,-539.7164307,1828.8396,-332.1579285,-194.4597168,2108.007324,-268.7557983,-471.8945313,1980.145996,-270.7747192,-615.8956299,1916.277222,-266.8989868,-465.4779053,1985.427979,1,1,1,1
1,-254.1989746,-492.8148804,1994.03064,-114.6395874,-541.3676758,1819.84314,-322.8089294,-200.6971436,2098.841553,-254.7698975,-497.8852539,1992.264526,-261.2192993,-626.5621948,1910.060547,-253.1741333,-492.2001343,1998.848755,1,1,1,1
1,-267.3276978,-478.8198853,1984.69104,-102.9781494,-551.2056274,1825.42041,-326.4546509,-197.4503174,2092.43335,-267.7208252,-484.7834473,1982.628906,-257.809082,-624.7145996,1892.810791,-266.8300781,-479.3272095,1989.523682,1,1,1,1
1,-255.5579834,-517.5474854,1994.591309,-100.2908325,-560.4233398,1820.814209,-325.1031799,-200.083252,2077.961426,-255.5805664,-521.6281128,1993.843384,-244.3153076,-652.3148193,1904.062378,-255.9710083,-516.1357422,1998.789429,1,1,1,1
1,-245.5011597,-544.3928833,1985.962402,-95.50201416,-570.6248779,1819.057129,-335.567688,-225.244873,2078.568604,-245.4074707,-549.5004272,1984.285278,-240.1436157,-674.3546753,1903.710938,-245.0687256,-544.0546265,1989.62793,1,1,1,1
1,-245.180542,-550.6343994,2000.680176,-88.2166748,-573.44104,1810.626465,-334.7701111,-225.359436,2090.25293,-243.887085,-555.4752197,1997.14917,-221.7766724,-674.4838867,1864.442627,-244.5120239,-549.9674683,2004.115723,1,1,1,1
1,-260.5447388,-521.3787231,2000.812256,-86.6809082,-577.1958618,1813.92395,-333.89505,-222.0826416,2094.786865,-259.3999634,-527.0239258,1998.067139,-217.1867676,-671.168335,1882.111084,-261.3317871,-520.1193848,2004.986206,1,1,1,1
1,-255.378479,-502.5247192,1999.431396,-73.87329102,-577.394043,1814.831299,-327.4716187,-227.4384155,2099.942871,-254.543457,-507.1143188,1998.005859,-214.5228271,-669.1125488,1878.950317,-255.5942383,-501.3563843,2003.514526,1,1,1,1
1,-238.3021851,-534.4215698,2000.186279,-69.41052246,-585.9549561,1807.902588,-321.3251343,-232.6965332,2087.422363,-236.8945923,-539.7660522,1996.784058,-197.9153442,-688.4871826,1862.560303,-238.8158569,-533.1340942,2004.835449,1,1,1,1
1,-235.2161255,-545.3682251,2006.576904,-64.22631836,-591.2977295,1808.321045,-321.1126404,-246.8764038,2087.607422,-234.0162354,-550.6281738,2003.043701,-199.4545288,-689.5128174,1863.039063,-236.0097656,-544.0667114,2011.016357,1,1,1,1
1,-222.4352417,-567.4865112,2001.627197,-55.25140381,-603.300415,1812.226196,-318.6817322,-256.739624,2074.808594,-221.137207,-572.5976563,1997.560425,-192.2601318,-698.1381226,1864.2146,-221.6387939,-566.050293,2005.025757,1,1,1,1
1,-203.4971924,-556.5198975,1981.655273,-40.6473999,-602.361084,1813.940186,-323.3903809,-260.6031494,2063.831543,-202.0733643,-562.5061646,1979.120361,-177.5313721,-723.2033691,1877.905762,-202.9084473,-554.9752808,1985.568848,1,1,1,1
1,-191.9682007,-544.8087158,1982.5177,-34.30194092,-601.4453125,1811.870728,-328.9840393,-267.1032104,2061.645996,-190.4535522,-551.0065918,1980.348633,-171.4876709,-718.7258301,1872.709229,-191.4831543,-543.552063,1987.456787,1,1,1,1
1,-188.2573242,-555.9914551,1979.536377,-27.12841797,-609.6453247,1813.575073,-322.4760742,-273.5291748,2057.262207,-186.7720947,-562.2825317,1976.789429,-165.9938965,-729.0255737,1873.551636,-187.6654053,-554.661499,1984.255615,1,1,1,1
1,-171.5880737,-562.2408447,1981.772705,-20.18988037,-614.2636719,1818.946167,-318.6708679,-278.3572998,2037.902344,-170.9500122,-568.9069214,1978.472656,-150.7633667,-735.9586792,1873.221924,-172.3740845,-561.9970703,1985.46936,1,1,1,1
1,-173.4440918,-549.6178589,1970.78125,-12.1362915,-610.6923828,1814.296021,-307.2080078,-289.4800415,2045.45459,-172.553833,-557.2167969,1967.061523,-149.3955688,-735.7131348,1867.634766,-173.7561646,-548.7445068,1974.090088,1,1,1,0
1,-171.6559448,-537.2895508,1963.241699,-7.800537109,-611.477478,1815.935547,-311.0826416,-280.8375244,2041.524292,-170.6376343,-545.3809814,1959.785645,-150.7028809,-731.5899658,1869.450317,-170.7300415,-537.8093262,1966.14502,1,1,1,0
1,-170.3306274,-537.3546753,1958.907471,-3.323181152,-623.1412354,1819.910889,-313.745575,-289.7835693,2047.31665,-169.6298828,-545.4338379,1955.292725,-147.5341187,-737.7442627,1871.318726,-169.7533569,-538.2835693,1960.961548,1,1,1,0
1,-170.8158569,-552.0134277,1969.668945,4.656677246,-625.5926514,1825.963867,-305.7777405,-300.9822388,1999.653564,-170.024231,-558.8728638,1965.754395,-146.723938,-744.7094116,1876.87439,-171.0504761,-551.446167,1971.008301,1,1,1,0
1,-154.1948242,-554.3913574,1974.005249,11.70330811,-629.932373,1825.146973,-305.301239,-317.3568115,2010.671387,-153.0982056,-562.5483398,1970.269775,-138.1153564,-754.9490356,1876.919922,-153.5881348,-554.2632446,1977.044678,1,1,1,0
1,-154.0910645,-559.8781738,1975.188599,16.77105713,-634.4604492,1830.860229,-306.4570313,-333.1566162,2024.159424,-153.1506348,-566.6488647,1971.564819,-142.8900757,-743.9907227,1877.563599,-153.5361938,-560.8521729,1977.512695,1,1,1,0
1,-153.0960083,-552.5753174,1975.232422,19.3762207,-636.7431641,1829.766846,-281.5732117,-395.270874,2029.580322,-151.402771,-560.739563,1971.04126,-132.604187,-752.2302246,1874.251953,-151.6422729,-554.1993408,1978.24585,1,1,1,0
1,-156.0790405,-570.838623,2000.662598,27.19976807,-646.9995728,1841.502441,-288.2537842,-371.9100952,2043.654297,-154.8547363,-578.2123413,1996.373779,-122.244812,-763.2756348,1882.482178,-155.4381104,-570.7006836,2004.398926,1,1,1,0
1,-152.6641235,-572.934021,2001.126709,28.62164307,-646.5412598,1839.375488,-305.1845093,-343.524231,2016.239258,-150.7915649,-580.4851685,1996.8125,-115.90271,-772.6999512,1883.879761,-151.8304443,-573.015564,2004.755615,1,1,1,0
1,-142.2462158,-569.0738525,1980.391113,34.21240234,-650.6304321,1844.092529,-301.2215881,-312.0037231,2000.409668,-141.0021973,-576.7807007,1975.751953,-113.5761719,-774.8231201,1887.636963,-141.2153931,-568.0581665,1982.832397,1,1,1,0
1,-135.8831177,-569.2016602,1977.23291,34.74371338,-653.3759155,1846.381714,-298.8977661,-312.6773682,1989.922852,-134.4667969,-577.2667847,1972.72998,-110.8069458,-777.0411377,1890.722412,-134.159668,-568.1400146,1980.061768,1,1,1,0
1,-122.3690186,-588.5147705,1980.612305,38.18493652,-662.0286865,1849.502319,-325.1438293,-349.4446411,2004.040283,-121.3727417,-595.9274292,1976.480103,-102.2720337,-784.5635986,1894.741943,-121.8440552,-587.7241211,1983.53186,1,1,1,0
1,-116.4403687,-603.8742676,1991.419067,39.98040771,-661.0491333,1847.495605,-299.4836731,-329.1465454,1989.541748,-115.8146973,-611.8027954,1988.179443,-96.24371338,-795.3897705,1902.494019,-116.0112305,-603.1829224,1994.085693,1,1,1,0
1,-115.5848389,-602.4709473,1981.358887,49.0355835,-663.8481445,1855.481934,-284.3991394,-342.9422607,1983.008423,-114.6233521,-609.8554688,1977.960327,-95.0635376,-793.7734985,1900.944336,-114.0015259,-601.3843994,1984.534912,1,1,1,0
1,-113.7387085,-597.6289673,1975.688232,51.06616211,-670.7684326,1860.541016,-281.4874878,-338.8681641,1973.767334,-112.1337891,-605.1295776,1973.300537,-90.83331299,-802.0097656,1911.028076,-111.8278198,-596.8527222,1979.056885,1,1,1,0
1,-105.4920654,-600.6445313,1975.081421,53.99365234,-663.7680054,1855.650635,-265.1555176,-366.1955566,1984.622314,-103.7077026,-608.5753174,1972.354004,-88.07781982,-805.3586426,1908.341064,-103.7073975,-600.1472778,1978.393066,1,1,1,0
1,-95.77532959,-631.4284668,1930.770996,66.32446289,-674.7816772,1852.065796,-278.8371277,-358.4899902,1973.430176,-94.39678955,-639.0848389,1929.517212,-87.63024902,-807.8641968,1904.240234,-94.51623535,-631.9749756,1933.378296,1,1,1,0
1,-95.05786133,-636.4729614,1942.030273,67.01245117,-680.7642822,1860.465942,-278.4658813,-390.7548828,1979.302979,-93.91876221,-644.3439941,1940.190063,-87.48742676,-810.7993164,1902.904053,-94.24804688,-637.1904907,1944.984375,1,1,1,0
1,-94.93701172,-645.822998,1935.575928,71.49621582,-673.6668091,1852.719849,-285.2337341,-373.0189819,1969.945068,-93.29705811,-653.9064941,1934.167236,-82.57562256,-811.421875,1903.481689,-94.28063965,-645.6047974,1938.577271,1,1,1,0
1,-92.43133545,-646.1636353,1938.003906,72.23504639,-676.2165527,1857.873779,-278.8099976,-383.2154541,1970.125977,-90.71307373,-654.4523315,1936.458618,-79.05554199,-817.664917,1908.984741,-91.42120361,-646.6647949,1940.842529,1,1,1,0
1,-122.7027588,-606.1790161,1970.854126,57.20281982,-671.7380371,1859.88623,-269.9452515,-367.5444336,1989.858887,-119.6609497,-613.0605469,1969.252441,-75.31530762,-818.0137939,1914.07251,-120.9099121,-605.6536865,1973.501465,1,1,1,0
1,-143.0088501,-596.6323242,1962.5896,51.31414795,-669.7682495,1858.375977,-276.9401855,-352.5662842,1982.50293,-139.4490967,-605.0408325,1961.054932,-76.99951172,-824.4544678,1913.7146,-141.3834229,-596.6608276,1964.345581,1,1,1,0
1,-150.6658936,-590.5533447,1962.36731,56.3036499,-676.9418945,1858.506104,-280.4347839,-359.9317627,1974.833862,-147.1102295,-600.3360596,1961.074463,-73.2723999,-830.6009521,1922.180908,-149.7375488,-591.6776123,1963.825195,1,1,1,0
1,-152.0606689,-594.5654297,1966.174316,56.01226807,-680.0751953,1858.867432,-289.9753418,-373.2650146,1988.629395,-148.7164917,-604.1293945,1965.122559,-74.61395264,-835.0542603,1923.308838,-151.6636353,-596.1439209,1968.464355,1,1,1,0
1,-152.7815552,-591.2733154,1969.581787,53.13580322,-681.600769,1856.881592,-273.0578308,-411.3777466,1999.742188,-150.0252075,-600.8197021,1968.392944,-77.83251953,-832.8883057,1922.020508,-153.0612183,-593.4825439,1971.194092,1,1,1,0
1,-156.8123169,-588.9067383,1969.194946,50.17907715,-682.4150391,1857.69458,-292.8217163,-384.0541992,1988.890381,-154.2180176,-598.3234253,1967.878906,-78.53894043,-836.7133789,1922.20459,-156.4663696,-590.1175537,1971.010986,1,1,1,0
1,-166.1402588,-587.8717041,1970.463989,51.24615479,-679.2670898,1855.079224,-303.1099548,-367.2332764,1991.209473,-164.1223145,-596.5941162,1968.520508,-82.71386719,-830.8928223,1917.993164,-167.3006592,-588.4887085,1971.72998,1,1,1,0
1,-171.2987671,-588.3852539,1975.833618,49.43939209,-680.5756836,1857.074097,-281.3843079,-343.9138184,1978.982178,-169.0755005,-597.6762695,1974.049683,-83.23669434,-837.178833,1921.155762,-171.8431396,-588.4728394,1977.789307,1,1,1,0
1,-171.5565796,-573.9385986,1983.366699,47.93682861,-682.817749,1857.717773,-277.3922729,-444.2966919,2008.383179,-168.414856,-584.4047852,1982.421875,-91.47137451,-827.395752,1922.474121,-170.1038818,-574.6185303,1986.611572,1,1,1,0
1,-180.5076904,-569.8299561,1982.09668,46.97790527,-688.5933838,1865.080811,-323.0127869,-400.9196777,2010.806641,-175.6831055,-578.1740723,1981.393433,-82.58917236,-821.6463623,1923.709229,-178.6538696,-568.40271,1985.452026,1,1,1,0
1,-179.8181152,-551.4515381,1983.464844,45.91619873,-680.1499634,1863.283447,-269.5357971,-396.6389771,1998.193359,-175.6030273,-562.9173584,1981.412842,-74.79034424,-847.5666504,1922.37146,-179.8360596,-551.4939575,1986.036865,1,1,1,0
1,-177.7531128,-540.7912598,1979.71875,48.27697754,-678.8214111,1861.680908,-270.5483093,-409.2878418,2004.011719,-174.3929443,-552.1625366,1977.647461,-77.699646,-835.0247192,1921.172852,-177.9210205,-541.567749,1982.444946,1,1,1,0
1,-178.8471069,-540.1293945,1979.32959,44.86682129,-682.6038818,1862.636475,-281.7929688,-378.4672241,1993.050293,-175.1340332,-551.1702271,1976.315918,-78.07208252,-828.1490479,1917.769775,-178.473877,-541.0171509,1981.72937,1,1,1,0
1,-183.6019287,-528.6658936,1973.549805,43.74578857,-688.0982056,1861.941895,-284.9999695,-354.9923096,1983.27417,-180.7039795,-538.4066162,1970.762695,-95.60150146,-783.5911255,1931.935547,-183.4837646,-528.5596924,1975.48999,1,1,1,0
1,-191.5168457,-526.8173828,1986.406616,36.45324707,-683.6507568,1858.444458,-283.0137024,-390.635498,2007.707764,-187.5682373,-536.6382446,1982.733032,-79.88928223,-827.519043,1901.792847,-191.2269287,-528.2774658,1986.752686,1,1,1,0
1,-194.1019287,-518.8895874,1987.529175,32.1552124,-688.1047363,1857.825562,-262.2716064,-415.5783081,2010.514282,-189.4749146,-529.7094727,1983.802246,-81.1005249,-821.6757813,1896.698486,-193.6782227,-520.6174316,1988.204956,1,1,1,0
1,-195.5025635,-519.0853882,1989.442139,30.85632324,-685.5605469,1858.178345,-230.8979492,-474.2904053,2041.943848,-191.0645752,-529.6920776,1986.598022,-88.50842285,-821.1895752,1902.641357,-194.2927856,-521.227417,1990.605713,1,1,1,0
1,-193.9360962,-507.4136353,2013.531738,34.65087891,-682.1997681,1867.304932,12.3918457,-859.0029907,2275.612793,-189.3919067,-518.3551025,2010.437988,-90.80743408,-817.1154785,1918.887207,-192.7102661,-512.4401855,2012.997437,1,1,1,0
1,-189.3895874,-504.6712036,2012.370728,32.32836914,-678.9378662,1866.955444,-32.49182129,-836.142334,2240.308105,-184.5893555,-516.7195435,2008.101074,-88.59289551,-813.249939,1917.939331,-188.7094727,-509.9931641,2011.259888,1,1,1,0
1,-189.3946533,-515.0859375,2017.854614,32.94195557,-684.90271,1868.750977,-160.2243652,-597.9249878,2123.296875,-184.8257446,-525.3237915,2015.134766,-82.36248779,-837.0283203,1921.290771,-189.5196533,-520.1976318,2018.251709,1,1,1,0
1,-192.3397827,-539.7178955,2006.325684,41.56726074,-686.717041,1867.385254,-151.9312744,-610.8647461,2125.491211,-188.4101563,-551.8813477,2003.858521,-104.4638062,-805.1965332,1914.043335,-191.4058838,-542.8144531,2009.435913,1,1,1,0
1,-188.4642334,-540.6048584,2011.629639,41.85461426,-685.322876,1868.687866,-156.6723633,-602.0998535,2123.899658,-184.1190186,-553.8735962,2007.876709,-104.2842407,-804.2913818,1911.652466,-187.5147095,-544.2595215,2014.841309,1,1,1,0
1,-195.0266724,-555.482666,2017.356689,37.83630371,-679.5217285,1863.390137,-272.2598267,-407.0748901,2026.641357,-190.9460449,-565.37677,2013.986816,-79.74981689,-866.6152344,1920.186768,-195.2537231,-558.3064575,2018.32959,1,1,1,0
1,-187.7595215,-561.6514282,2018.710327,39.27258301,-683.2403564,1864.88562,-228.4481201,-492.0751343,2069.097412,-183.3005981,-571.7757568,2015.168823,-83.24865723,-858.5633545,1917.530762,-187.6452637,-565.0733643,2019.645752,1,1,1,0
1,-186.9710083,-559.1741943,2012.047974,39.46960449,-685.2017822,1864.681641,-236.7647095,-482.7042847,2062.73584,-182.614502,-569.5740356,2007.655396,-85.54321289,-852.4852295,1913.210571,-187.6069946,-562.4342651,2012.621338,1,1,1,0
1,-188.0192261,-562.1065063,2016.807861,39.44622803,-685.7954712,1865.317627,-211.2023315,-523.7354736,2089.541504,-183.928894,-572.6289673,2013.008789,-84.55560303,-858.9366455,1916.205322,-188.3757324,-565.8820801,2017.860107,1,1,1,0
1,-186.4113159,-567.4443359,2019.29834,39.92211914,-687.144165,1865.53479,-179.7451782,-565.4395752,2114.60791,-182.1022949,-578.6241455,2015.17627,-89.09838867,-848.1450195,1912.421509,-186.8609619,-571.2837524,2020.134033,1,1,1,0
1,-185.225769,-569.2236328,2019.69873,39.82476807,-686.5844727,1865.646851,-163.0306396,-589.6625977,2125.978516,-180.5366821,-580.3108521,2015.387451,-88.44378662,-848.7206421,1912.116699,-185.1473999,-573.0283813,2020.475098,1,1,1,0
1,-185.2595825,-555.6921387,2018.440186,41.71862793,-684.6621094,1867.134521,-199.2134399,-535.9110718,2090.189453,-180.7706299,-564.9736328,2015.727539,-76.01617432,-866.862915,1921.154907,-185.0014648,-559.1809082,2019.706299,1,1,1,0
1,-180.6947021,-559.0042725,2016.556274,41.11358643,-683.7747192,1867.160278,-140.3565674,-637.6633301,2141.379639,-175.9854126,-569.1880493,2013.334229,-77.39007568,-858.0072021,1916.757324,-180.9928589,-563.1213379,2017.77063,1,1,1,0
1,-188.4033813,-560.1444092,2022.708008,42.43823242,-685.5330811,1869.075195,-222.1383057,-503.7988281,2078.339355,-183.4893188,-569.9127197,2018.979736,-79.60119629,-862.9887695,1920.037109,-187.8392334,-563.6903687,2023.156982,1,1,1,0
1,-189.401001,-559.7196655,2020.517456,42.12030029,-684.3723145,1869.353149,-218.8856201,-499.5258179,2074.767334,-184.6577759,-570.0024414,2016.764038,-84.45343018,-856.0127563,1919.800659,-188.4882202,-562.8787842,2021.740479,1,1,1,0
1,-186.7802734,-551.3826294,2018.557251,41.8026123,-689.538269,1874.058594,-198.6433716,-538.0053101,2100.203613,-181.809021,-562.3747559,2015.880371,-83.30822754,-854.4595947,1921.324707,-186.378479,-555.3288574,2020.223145,1,1,1,0
1,-188.939209,-554.1906128,2013.170166,43.96392822,-686.5039063,1867.960693,-275.3081055,-393.9168091,2025.415771,-184.1827393,-563.6320801,2010.084351,-76.59936523,-867.6270752,1918.474121,-189.1403809,-556.1737061,2014.250244,1,1,1,0
1,-184.8703003,-549.4535522,2015.887817,43.72546387,-690.2181396,1872.343262,-226.7045288,-487.7027588,2072.329346,-179.9725342,-561.1596069,2012.892822,-86.46380615,-844.2595215,1919.148438,-184.6486816,-553.1165771,2017.934448,1,1,1,0
1,-183.5944824,-548.3165894,2017.538818,44.63946533,-689.6518555,1872.834473,-228.9371948,-482.3287354,2067.427246,-178.7175293,-559.0542603,2015.22937,-76.41821289,-858.6335449,1925.711548,-183.5822144,-551.7094116,2019.356934,1,1,1,0
1,-184.0914307,-554.8330078,2014.23999,46.21862793,-690.0965576,1870.641846,-219.380188,-503.6043091,2075.17041,-179.1077881,-565.520874,2011.488281,-68.66296387,-868.6849365,1925.3396,-183.5106201,-557.6919556,2016.080322,1,1,1,0
